compound_id	chemical_description	analysis_platform	refractive_index	molar_mass	superpathway	subpathway	pubchem_id	cas_number	kegg_id	hmdb_id
40474	chrysoeriol	LC/MS Neg	3870	299.0561	Xenobiotics	Food Component/Plant	5280666	491-71-4	C04293	HMDB30667
12115	cinnamate	LC/MS Neg	2878	147.0452	Xenobiotics	Food Component/Plant	444539	140-10-3	C00423	HMDB00930
62873	cis-4-decenoate (10:1n6)*	LC/MS Neg	4890	169.1234	Lipid	Medium Chain Fatty Acid	5312351	505-90-8		
40410	cis-urocanate	LC/MS Neg	1200	137.0357	Amino Acid	Histidine Metabolism	1549103	7699-35-6		HMDB34174
1564	citrate	LC/MS Neg	582	191.0197	Energy	TCA Cycle	311	77-92-9	C00158	HMDB00094
2132	citrulline	LC/MS Pos Early	1520	176.103	Amino Acid	Urea cycle; Arginine and Proline Metabolism	9750	372-75-8	C00327	HMDB00904
42960	clotrimazole	LC/MS Pos Late	1015	277.0776	Xenobiotics	Drug - Antibiotic	2812	23593-75-1	D00282	HMDB01922
45986	coprostanol	LC/MS Pos Late	2850	371.3672	Lipid	Sterol	221122	360-68-9		HMDB00577
57699	cortolone glucuronide (1)	LC/MS Neg	4600	541.2654	Lipid	Corticosteroids				
37127	cosmosiin	LC/MS Neg	3720	431.0984	Xenobiotics	Food Component/Plant	5280704	578-74-5	C04608	HMDB37340
54926	coumaroylquinate (1)	LC/MS Neg	2480	337.0929	Xenobiotics	Food Component/Plant				
54927	coumaroylquinate (2)	LC/MS Neg	2345	337.0929	Xenobiotics	Food Component/Plant				
54928	coumaroylquinate (3)	LC/MS Neg	2152	337.0929	Xenobiotics	Food Component/Plant				
27718	creatine	LC/MS Pos Early	1947	132.0768	Amino Acid	Creatine Metabolism	586	57-00-1	C00300	HMDB00064
513	creatinine	LC/MS Pos Early	2055	114.0662	Amino Acid	Creatine Metabolism	588	60-27-5	C00791	HMDB00562
41924	cryptochlorogenic acid	LC/MS Neg	2087	353.0878	Xenobiotics	Food Component/Plant	5315599	905-99-7		
37470	curcumin	LC/MS Neg	5142	367.1187	Xenobiotics	Food Component/Plant	969516	458-37-7	C10443	HMDB02269
44570	cyclic(AMP-GMP)	LC/MS Neg	1481	673.0927	Xenobiotics	Bacterial/Fungal		849214-04-6		
1868	cysteine	LC/MS Pos Early	1475	122.027	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	5862	52-90-4;56-89-3	C00097	HMDB00574
22176	cysteine s-sulfate	LC/MS Polar	2273	199.9693	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	115015	1637-71-4	C05824	HMDB00731
37443	cysteine sulfinic acid	LC/MS Pos Early	597	154.0169	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	109	207121-48-0	C00606	HMDB00996
35159	cysteine-glutathione disulfide	LC/MS Pos Early	2465	427.0952	Amino Acid	Glutathione Metabolism	4247235	13081-14-6		HMDB00656
35637	cysteinylglycine	LC/MS Pos Early	2132	179.0485	Amino Acid	Glutathione Metabolism	439498	19246-18-5	C01419	HMDB00078
56	cystine	LC/MS Pos Early	2000	241.0311	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	67678	56-89-3	C00491	HMDB00192
514	cytidine	LC/MS Pos Early	2124	244.0928	Nucleotide	Pyrimidine Metabolism, Cytidine containing	6175	65-46-3	C00475	HMDB00089
61705	cytidine 2' or 3'-monophosphate (2' or 3'-CMP)	LC/MS Pos Early	847	324.0591	Nucleotide	Pyrimidine Metabolism, Cytidine containing				
37465	cytidine 2',3'-cyclic monophosphate	LC/MS Neg	937	304.034	Nucleotide	Pyrimidine Metabolism, Cytidine containing	417654	15718-51-1	C02354	HMDB11691
2372	CMP	LC/MS Pos Early	835	324.0591	Nucleotide	Pyrimidine Metabolism, Cytidine containing	6131	63-37-6	C00055	HMDB00095
573	cytosine	LC/MS Pos Early	2060	112.0505	Nucleotide	Pyrimidine Metabolism, Cytidine containing	597	71-30-7	C00380	HMDB00630
40084	D-urobilin	LC/MS Pos Late	935	589.3021	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	6276321	3947-38-4	C05795	HMDB04161
32453	daidzein	LC/MS Neg	3566	253.0506	Xenobiotics	Food Component/Plant	5281708	486-66-8	C10208	HMDB03312
62070	daidzein 7-O-glucuronide	LC/MS Neg	2580	429.0827	Xenobiotics	Food Component/Plant	11316354			HMDB41718
48728	daidzein sulfate (2)	LC/MS Neg	3330	333.0076	Xenobiotics	Food Component/Plant				
32425	dehydroepiandrosterone sulfate (DHEA-S)	LC/MS Neg	4745	367.1585	Lipid	Androgenic Steroids	12594	651-48-9	C04555	HMDB01032
31891	dehydrolithocholate	LC/MS Neg	5360	373.2748	Lipid	Secondary Bile Acid Metabolism	159623	1553-56-6		HMDB00502
63037	dehydrophytosphingosine*	LC/MS Pos Late	1302	316.2846	Lipid	Sphingosines				
33418	delta-tocopherol	LC/MS Pos Late	2259	402.3492	Cofactors and Vitamins	Tocopherol Metabolism	92094	119-13-1	C14151	HMDB02902
36747	deoxycarnitine	LC/MS Pos Early	2052	146.1176	Lipid	Carnitine Metabolism	134	6249-56-5	C01181	HMDB01161
1114	deoxycholate	LC/MS Neg	5294	391.2854	Lipid	Secondary Bile Acid Metabolism	222528	83-44-3	C04483	HMDB00626
63688	deoxycholic acid (12 or 24)-sulfate*	LC/MS Neg	4580	235.1175	Lipid	Secondary Bile Acid Metabolism				
63610	deoxycholic acid glucuronide	LC/MS Neg	4800	567.3175	Lipid	Secondary Bile Acid Metabolism				
57394	deoxymugineic acid	LC/MS Pos Early	1036	305.1343	Xenobiotics	Food Component/Plant		74235-24-8		
38301	dextromethorphan	LC/MS Pos Late	904	272.2009	Xenobiotics	Drug - Respiratory	5362449	18046-32-7	C06947	HMDB01920
35158	diacetylchitobiose	LC/MS Pos Early	790	425.1766	Carbohydrate	Aminosugar Metabolism	439544	35061-50-8	C01674	HMDB03556
62105	diacetylspermidine*	LC/MS Pos Early	2510	230.1863	Amino Acid	Polyamine Metabolism	87485212			
15130	diaminopimelate	LC/MS Pos Early	2569	191.1026	Xenobiotics	Bacterial/Fungal	439283	1476-39-7;2577-62-0	C00666	HMDB01370
57346	digalactosylglycerol*	LC/MS Neg	781	415.1457	Lipid	Galactosyl Glycerolipids				
21046	digalacturonic acid	LC/MS Neg	603.5	369.0675	Xenobiotics	Food Component/Plant	6857565	5894-59-7	C02273	HMDB39721
40700	diglycerol	LC/MS Pos Early	818	167.0914	Xenobiotics	Chemical	42953	627-82-7		
17805	dihomolinoleate (20:2n6)	LC/MS Neg	5730	307.2643	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	6439848	2091-39-6	C16525	HMDB05060
35718	dihomolinolenate (20:3n3 or 3n6)	LC/MS Neg	5596	305.2486	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5280581	17046-59-2	C03242	HMDB02925
57521	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	LC/MS Pos Late	1392	450.3578	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)				
35129	dihydrobiopterin	LC/MS Pos Early	1930	240.1091	Cofactors and Vitamins	Tetrahydrobiopterin Metabolism	1879	6779-87-9	C00268	HMDB00038
38273	dihydrocaffeate	LC/MS Neg	1430	181.0506	Xenobiotics	Food Component/Plant	348154	1078-61-1	C10447	HMDB00423
62524	dihydrocaffeate sulfate (2)	LC/MS Neg	930	261.0074	Xenobiotics	Food Component/Plant	49844181			
39607	dihydrodaidzein	LC/MS Neg	3345	255.0663	Xenobiotics	Food Component/Plant	1889	578-86-9	C09762	HMDB29519
40481	dihydroferulate	LC/MS Neg	1928	195.0663	Xenobiotics	Food Component/Plant	14340	1135-23-5		
62857	dihydroferulic acid sulfate	LC/MS Neg	1310	275.0231	Xenobiotics	Food Component/Plant	187489			HMDB41724
37116	dihydrokaempferol	LC/MS Neg	2510	287.0561	Xenobiotics	Food Component/Plant	122850	480-20-6;5150-32-3	C00974	HMDB30847
601	dihydroorotate	LC/MS Polar	1910	157.0255	Nucleotide	Pyrimidine Metabolism, Orotate containing	648	155-54-4	C00337	HMDB03349
36808	dimethylarginine (ADMA + SDMA)	LC/MS Pos Early	2850	203.1503	Amino Acid	Urea cycle; Arginine and Proline Metabolism	123831	102783-24-4	C03626	HMDB01539
5086	dimethylglycine	LC/MS Pos Early	1104	104.0706	Amino Acid	Glycine, Serine and Threonine Metabolism	673	1118-68-9	C01026	HMDB00092
48367	diosmetin	LC/MS Neg	4081	299.0561	Xenobiotics	Food Component/Plant	5281612	520-34-3	C10038	HMDB29676
48366	diosmin	LC/MS Neg	3905	607.1668	Xenobiotics	Drug - Cardiovascular	5702226	520-27-4		
38669	diphenhydramine	LC/MS Pos Late	911	256.1696	Xenobiotics	Drug - Respiratory	3100	147-24-0	C06960	HMDB01927
32415	docosadienoate (22:2n6)	LC/MS Neg	6034	335.2956	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5282807	7370-49-2	C16533	HMDB61714
44675	docosahexaenoate (DHA; 22:6n3)	LC/MS Neg	5525	327.233	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	445580	6217-54-5	C06429	HMDB02183
32504	docosapentaenoate (DPA; 22:5n3)	LC/MS Neg	5571	329.2486	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	6441454	2234-74-4	C16513	HMDB06528
32388	dodecanedioate (C12)	LC/MS Neg	2990	229.1445	Lipid	Fatty Acid, Dicarboxylate	12736	693-23-2	C02678	HMDB00623
12130	dopamine	LC/MS Pos Early	2385	154.0863	Amino Acid	Tyrosine Metabolism	681	62-31-7	C03758	HMDB00073
48407	dopamine 3-O-sulfate	LC/MS Neg	1556.2	232.0285	Amino Acid	Tyrosine Metabolism	122136		C13690	HMDB06275
43024	doxylamine	LC/MS Pos Early	3299	271.1805	Xenobiotics	Drug - Respiratory	3162	562-10-7		HMDB01936
35651	ectoine	LC/MS Pos Early	1980	143.0815	Xenobiotics	Chemical	126041	96702-03-3	C06231	
57597	eicosanoylsphingosine (d20:1)*	LC/MS Pos Late	1443	328.321	Lipid	Sphingosines				
18467	eicosapentaenoate (EPA; 20:5n3)	LC/MS Neg	5450	301.2173	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	446284	10-2005-9;10417-94-4	C06428	HMDB01999
33587	eicosenoate (20:1n9 or 1n11)	LC/MS Neg	5950	309.2799	Lipid	Long Chain Monounsaturated Fatty Acid	5282768		C16526	HMDB02231
57519	eicosenoylcarnitine (C20:1)*	LC/MS Pos Late	1484	454.3891	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)				
39630	enterodiol	LC/MS Neg	4327	301.1445	Xenobiotics	Food Component/Plant	123725	80226-00-2		
39626	enterolactone	LC/MS Neg	4515	297.1132	Xenobiotics	Food Component/Plant	10685477	78473-71-9		
64041	enterolactone sulfate	LC/MS Neg	3746	377.07	Xenobiotics	Food Component/Plant				
33973	epiandrosterone sulfate	LC/MS Neg	4855	369.1741	Lipid	Androgenic Steroids	9929317	22229-22-7		
36774	equol	LC/MS Neg	4565	241.087	Xenobiotics	Food Component/Plant	91469	531-95-3;94105-90-5	C14131	HMDB02209
40478	equol sulfate	LC/MS Neg	3630	321.0438	Xenobiotics	Food Component/Plant				
27553	ergosterol	LC/MS Pos Late	2420	379.3359	Lipid	Sterol	444679	57-87-4	C01694	HMDB00878
37459	ergothioneine	LC/MS Pos Early	850	230.0958	Xenobiotics	Food Component/Plant	3032311	58511-63-0	C05570	HMDB03045
48365	eriocitrin	LC/MS Neg	3375	595.1668	Xenobiotics	Food Component/Plant		13463-28-0		HMDB05811
39611	eriodictyol	LC/MS Neg	3120	287.0561	Xenobiotics	Food Component/Plant	11095	552-58-9	C05631	HMDB05810
1552	erucate (22:1n9)	LC/MS Neg	6355.6	337.3112	Lipid	Long Chain Monounsaturated Fatty Acid	5281116	112-86-7	C08316	HMDB02068
57525	erucoylcarnitine (C22:1)*	LC/MS Pos Late	1535	482.4204	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)				
42420	erythronate*	LC/MS Polar	2186	135.0299	Carbohydrate	Aminosugar Metabolism	2781043	88759-55-1		HMDB00613
27722	erythrose	LC/MS Neg	780	119.035	Xenobiotics	Food Component/Plant	94176	583-50-6	C01796	HMDB02649
15765	ethylmalonate	LC/MS Polar	2785	131.035	Amino Acid	Leucine, Isoleucine and Valine Metabolism	11756	601-75-2		HMDB00622
47112	etiocholanolone glucuronide	LC/MS Neg	4915	465.2494	Lipid	Androgenic Steroids	270605	3602-09-03 00:00:00		HMDB04484
48715	eugenol sulfate	LC/MS Neg	3782	243.0333	Xenobiotics	Food Component/Plant	180632	95480-60-7		
35630	ferulate	LC/MS Neg	1755	193.0506	Xenobiotics	Food Component/Plant	445858	537-98-4	C01494	HMDB00954
47114	ferulic acid 4-sulfate	LC/MS Neg	1200	273.0074	Xenobiotics	Food Component/Plant	6305574	86321-29-1		HMDB29200
54936	ferulylglycine (1)	LC/MS Neg	2239	250.0721	Xenobiotics	Food Component/Plant				
2134	FAD	LC/MS Neg	2425	784.1499	Cofactors and Vitamins	Riboflavin Metabolism	643975	146-14-5;84366-81-4	C00016	HMDB01248
15797	FMN	LC/MS Neg	2390	455.0973	Cofactors and Vitamins	Riboflavin Metabolism	710	130-40-5	C00061	HMDB01520
43493	formiminoglutamate	LC/MS Pos Early	1880	175.0713	Amino Acid	Histidine Metabolism	439233	816-90-0	C00439	HMDB00854
35657	formononetin	LC/MS Neg	4531	267.0663	Xenobiotics	Food Component/Plant	5280378	485-72-3	C00858	HMDB05808
48195	fructose	LC/MS Polar	2065	225.0616	Carbohydrate	Fructose, Mannose and Galactose Metabolism	5984	57-48-7	C00095	HMDB00660
46227	fructosyllysine	LC/MS Pos Early	2784	309.1656	Amino Acid	Lysine Metabolism	123708	21291-40-7		
15587	fucose	LC/MS Pos Early	750	164.0917	Carbohydrate	Aminosugar Metabolism	17106	2438-80-4	C01018	HMDB00174
1643	fumarate	LC/MS Polar	3084	115.0037	Energy	TCA Cycle	444972	100-17-8	C00122	HMDB00134
54795	furaneol sulfate	LC/MS Neg	1900	206.9969	Xenobiotics	Food Component/Plant				
27719	galactonate	LC/MS Polar	3085	195.051	Carbohydrate	Fructose, Mannose and Galactose Metabolism	128869	299-28-5	C00880	HMDB00565
57345	galactosylglycerol	LC/MS Polar	2518	299.0984	Lipid	Galactosyl Glycerolipids	16048618	16232-91-0	C05401	HMDB06790
20758	galacturonate	LC/MS Polar	3527.2	193.0354	Xenobiotics	Food Component/Plant	84740	91510-62-2	C08348	HMDB02545
44876	gamma-CEHC	LC/MS Neg	3843	263.1289	Cofactors and Vitamins	Tocopherol Metabolism	133098	178167-75-4		HMDB01931
42381	gamma-CEHC glucuronide*	LC/MS Neg	2500	439.161	Cofactors and Vitamins	Tocopherol Metabolism				
62280	gamma-CEHC sulfate	LC/MS Neg	2850	343.0857	Cofactors and Vitamins	Tocopherol Metabolism				
55015	gamma-glutamyl-alpha-lysine	LC/MS Pos Early	2784	276.1554	Peptide	Gamma-glutamyl Amino Acid	65254			
33934	gamma-glutamyl-epsilon-lysine	LC/MS Pos Early	2725	276.1554	Peptide	Gamma-glutamyl Amino Acid	7015685	17105-15-6		HMDB03869
37063	gamma-glutamylalanine	LC/MS Pos Early	1986	219.0976	Peptide	Gamma-glutamyl Amino Acid	440103	5875-41-2		HMDB29142
62104	gamma-glutamylcitrulline*	LC/MS Pos Early	1644	305.1456	Peptide	Gamma-glutamyl Amino Acid				
2730	gamma-glutamylglutamine	LC/MS Pos Early	1430	276.119	Peptide	Gamma-glutamyl Amino Acid	150914	10148-81-9	C05283	HMDB11738
33949	gamma-glutamylglycine	LC/MS Pos Early	1535	205.0819	Peptide	Gamma-glutamyl Amino Acid	165527	1948-29-4		HMDB11667
18245	gamma-glutamylhistidine	LC/MS Pos Early	2740	285.1194	Peptide	Gamma-glutamyl Amino Acid	7017195	37460-15-4		
34456	gamma-glutamylisoleucine*	LC/MS Pos Early	2940	261.1445	Peptide	Gamma-glutamyl Amino Acid	14253342			HMDB11170
18369	gamma-glutamylleucine	LC/MS Neg	1685	259.1299	Peptide	Gamma-glutamyl Amino Acid	151023	2566-39-4		HMDB11171
44872	gamma-glutamylmethionine	LC/MS Pos Early	2640	279.1009	Peptide	Gamma-glutamyl Amino Acid	7009567	17663-87-5		HMDB29155
33422	gamma-glutamylphenylalanine	LC/MS Neg	1825	293.1143	Peptide	Gamma-glutamyl Amino Acid	111299	7432-24-8		HMDB00594
33364	gamma-glutamylthreonine	LC/MS Pos Early	1750	249.1081	Peptide	Gamma-glutamyl Amino Acid	76078708	5652-48-2		HMDB29159
2734	gamma-glutamyltyrosine	LC/MS Pos Early	2518	311.1238	Peptide	Gamma-glutamyl Amino Acid	94340	7432-23-7		HMDB11741
43829	gamma-glutamylvaline	LC/MS Pos Early	2700	247.1289	Peptide	Gamma-glutamyl Amino Acid	7015683	2746-34-1		HMDB11172
52473	gamma-tocopherol/beta-tocopherol	LC/MS Pos Late	2384	416.3643	Cofactors and Vitamins	Tocopherol Metabolism				
37501	gamma-tocotrienol	LC/MS Pos Late	1918	410.3179	Cofactors and Vitamins	Tocopherol Metabolism	5282349	14101-61-2	C14155	HMDB12958
32448	genistein	LC/MS Neg	3754	269.0455	Xenobiotics	Food Component/Plant	5280961	446-72-0	C06563	HMDB03217
62061	genistein sulfate*	LC/MS Neg	3616	349.0024	Xenobiotics	Food Component/Plant				
18280	gentisate	LC/MS Neg	1459.8	153.0193	Amino Acid	Tyrosine Metabolism	3469	490-79-9	C00628	HMDB00152
63699	GlcNAc sulfate conjugate of C21H34O2 steroid	LC/MS Neg	4336.7	299.6386	Partially Characterized Molecules	Partially Characterized Molecules				
587	gluconate	LC/MS Polar	2922	195.051	Xenobiotics	Food Component/Plant	10690	527-07-1	C00257	HMDB00625
42571	glucoraphanin	LC/MS Neg	1320	436.0411	Xenobiotics	Food Component/Plant	9548634	21411-41-5		HMDB38404
48152	glucose	LC/MS Polar	2342	225.0616	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	5793	50-99-7	C00031	HMDB00122
15443	glucuronate	LC/MS Polar	3233.3	193.0354	Carbohydrate	Aminosugar Metabolism	444791	207300-70-7	C00191	HMDB00127
61886	glucuronide of C10H18O2 (6)*	LC/MS Neg	3750	345.1555	Partially Characterized Molecules	Partially Characterized Molecules				
61887	glucuronide of C10H18O2 (7)*	LC/MS Neg	3790	345.1555	Partially Characterized Molecules	Partially Characterized Molecules				
61888	glucuronide of C10H18O2 (8)*	LC/MS Neg	3865	345.1555	Partially Characterized Molecules	Partially Characterized Molecules				
62288	glucuronide of piperine metabolite C17H21NO3 (1)*	LC/MS Neg	3814	462.177	Xenobiotics	Food Component/Plant				
62289	glucuronide of piperine metabolite C17H21NO3 (2)*	LC/MS Neg	3918	462.177	Xenobiotics	Food Component/Plant				
62291	glucuronide of piperine metabolite C17H21NO3 (4)*	LC/MS Neg	3992	462.177	Xenobiotics	Food Component/Plant				
62292	glucuronide of piperine metabolite C17H21NO3 (5)*	LC/MS Neg	4039	462.177	Xenobiotics	Food Component/Plant				
62293	glucuronide of piperine metabolite C17H21NO3 (6)*	LC/MS Neg	4136	462.177	Xenobiotics	Food Component/Plant				
57	glutamate	LC/MS Pos Early	1500	148.0604	Amino Acid	Glutamate Metabolism	611	56-86-0	C00025	HMDB00148
33487	glutamate, gamma-methyl ester	LC/MS Pos Early	2170	162.0761	Amino Acid	Glutamate Metabolism	68662	1499-55-4;1499-55-4		HMDB61715
53	glutamine	LC/MS Pos Early	1291	147.0764	Amino Acid	Glutamate Metabolism	5961	56-85-9	C00064	HMDB00641
42994	glutaminylleucine	LC/MS Pos Early	3009	260.1605	Peptide	Dipeptide	18218208			
396	glutarate (C5-DC)	LC/MS Polar	2900	131.035	Lipid	Fatty Acid, Dicarboxylate	743	110-94-1	C00489	HMDB00661
1572	glycerate	LC/MS Polar	2070.4	105.0193	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	752	600-19-1	C00258	HMDB00139
15122	glycerol	LC/MS Neg	758	91.0401	Lipid	Glycerolipid Metabolism	753	56-81-5	C00116	HMDB00131
43847	glycerol 3-phosphate	LC/MS Pos Early	580	173.021	Lipid	Glycerolipid Metabolism	754	29849-82-9	C00093	HMDB00126
37455	glycerophosphoethanolamine	LC/MS Pos Early	659	216.0632	Lipid	Phospholipid Metabolism	123874	33049-08-0	C01233	HMDB00114
48857	glycerophosphoglycerol	LC/MS Pos Early	520	247.0577	Lipid	Glycerolipid Metabolism	439964		C03274	
52307	glycerophosphoinositol*	LC/MS Pos Early	516	335.0738	Lipid	Phospholipid Metabolism	167572	16824-65-0		
15990	glycerophosphorylcholine (GPC)	LC/MS Pos Early	672	258.1101	Lipid	Phospholipid Metabolism	71920	28319-77-9	C00670	HMDB00086
57404	glycerophosphoserine*	LC/MS Pos Early	577	260.053	Lipid	Phospholipid Metabolism	3081457			
58	glycine	LC/MS Pos Early	1375	76.0393	Amino Acid	Glycine, Serine and Threonine Metabolism	750	56-40-6	C00037	HMDB00123
34024	glycitein	LC/MS Pos Late	700	285.0758	Xenobiotics	Food Component/Plant	5317750	40957-83-3	C14536	HMDB05781
62887	glycitein sulfate (2)	LC/MS Neg	3400	363.018	Xenobiotics	Food Component/Plant				
62066	glyco-beta-muricholate	LC/MS Neg	4762	464.3018	Lipid	Primary Bile Acid Metabolism				
32346	glycochenodeoxycholate	LC/MS Neg	5236.1	448.3068	Lipid	Primary Bile Acid Metabolism	12544	16564-43-5	C05466	HMDB00637
52974	glycochenodeoxycholate 3-sulfate	LC/MS Neg	4820	263.6282	Lipid	Primary Bile Acid Metabolism				
52983	glycochenodeoxycholate glucuronide (1)	LC/MS Neg	4806	311.6658	Lipid	Primary Bile Acid Metabolism				
18476	glycocholate	LC/MS Neg	5163	464.3018	Lipid	Primary Bile Acid Metabolism	10140	475-31-0;863-57-0	C01921	HMDB00138
52967	glycocholate sulfate	LC/MS Neg	4560	271.6257	Lipid	Primary Bile Acid Metabolism				
32599	glycocholenate sulfate*	LC/MS Neg	4750	254.6229	Lipid	Secondary Bile Acid Metabolism				
18477	glycodeoxycholate	LC/MS Neg	5281	448.3068	Lipid	Secondary Bile Acid Metabolism	3035026	360-65-6	C05464	HMDB00631
52975	glycodeoxycholate 3-sulfate	LC/MS Neg	4875	263.6282	Lipid	Secondary Bile Acid Metabolism				
42574	glycohyocholate	LC/MS Neg	5020	464.3018	Lipid	Secondary Bile Acid Metabolism				
32620	glycolithocholate sulfate*	LC/MS Neg	5011	255.6307	Lipid	Secondary Bile Acid Metabolism	72222	15324-64-8	C11301	HMDB02639
57595	glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	LC/MS Pos Late	3414	756.6348	Lipid	Hexosylceramides (HCER)				
57453	glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	LC/MS Pos Late	3380	808.6661	Lipid	Hexosylceramides (HCER)				
57444	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	LC/MS Pos Late	3839	826.6767	Lipid	Hexosylceramides (HCER)				
53013	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	LC/MS Pos Late	2623	700.5722	Lipid	Hexosylceramides (HCER)				
52234	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	LC/MS Pos Late	3053	728.6035	Lipid	Hexosylceramides (HCER)				
39379	glycoursodeoxycholate	LC/MS Neg	5033	448.3068	Lipid	Secondary Bile Acid Metabolism	12310288	64480-66-6		HMDB00708
63731	glycoursodeoxycholic acid sulfate (1)	LC/MS Neg	4309	263.6282	Lipid	Secondary Bile Acid Metabolism				
36659	glycylisoleucine	LC/MS Pos Early	3002	189.1234	Peptide	Dipeptide	88079	19461-38-2		HMDB28844
34398	glycylleucine	LC/MS Pos Early	3059	189.1234	Peptide	Dipeptide	92843	869-19-2	C02155	HMDB00759
18357	glycylvaline	LC/MS Pos Early	2734	175.1077	Peptide	Dipeptide	97417	1963-21-9		HMDB28854
39789	glycyrrhetinate	LC/MS Pos Late	1494	471.3469	Xenobiotics	Food Component/Plant	18526330	471-53-4	C02283	HMDB11628
43802	guanidinoacetate	LC/MS Pos Early	1937	118.0611	Amino Acid	Creatine Metabolism	763	352-97-6	C00581	HMDB00128
32352	guanine	LC/MS Pos Early	2032	152.0567	Nucleotide	Purine Metabolism, Guanine containing	764	73-40-5	C00242	HMDB00132
1573	guanosine	LC/MS Pos Early	1728	284.099	Nucleotide	Purine Metabolism, Guanine containing	6802	118-00-3	C00387	HMDB00133
37139	guanosine-2',3'-cyclic monophosphate	LC/MS Neg	1480	344.0402	Nucleotide	Purine Metabolism, Guanine containing	92823	15718-49-7	C06194	HMDB11629
46957	gulonate*	LC/MS Polar	2750	195.051	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	152304	20246-53-1	C00257	HMDB03290
27536	harmane	LC/MS Pos Early	3234	183.0917	Xenobiotics	Food Component/Plant	5281404	486-84-0	C09209	HMDB35196
57658	heneicosapentaenoate (21:5n3)	LC/MS Neg	5514	315.233	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	11998573	24257-10-1		
57427	heptadecasphingosine (d17:1)	LC/MS Pos Late	1377	286.2741	Lipid	Sphingosines	5283557	6918-48-5		
1644	heptanoate (7:0)	LC/MS Neg	3670	129.0921	Lipid	Medium Chain Fatty Acid	8094	111-14-8	C17714	HMDB00666
61866	heptenedioate (C7:1-DC)*	LC/MS Polar	2816	157.0506	Lipid	Fatty Acid, Dicarboxylate				
27514	hesperetin	LC/MS Neg	3679	301.0718	Xenobiotics	Food Component/Plant	72281	41001-90-5	C01709	HMDB05782
21300	hesperidin	LC/MS Neg	3867	609.1825	Xenobiotics	Food Component/Plant	10621	520-26-3	C09755	HMDB03265
57652	hexadecadienoate (16:2n6)	LC/MS Neg	5398	251.2017	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	13932172	28290-73-5		HMDB00477
35678	hexadecanedioate (C16)	LC/MS Neg	4615	285.2071	Lipid	Fatty Acid, Dicarboxylate	10459	505-54-4	C19615	HMDB00672
57544	hexadecasphinganine (d16:0)*	LC/MS Pos Late	1300	274.2741	Lipid	Sphingolipid Synthesis	656816		C13915	
57428	hexadecasphingosine (d16:1)*	LC/MS Pos Late	1289	272.2584	Lipid	Sphingosines				
57651	hexadecatrienoate (16:3n3)	LC/MS Neg	5330	249.186	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5312428	7561-64-0		
61862	hexadecenedioate (C16:1-DC)*	LC/MS Neg	4380	283.1915	Lipid	Fatty Acid, Dicarboxylate				
15753	hippurate	LC/MS Neg	2106.9	178.051	Xenobiotics	Benzoate Metabolism	464	495-69-2	C01586	HMDB00714
1574	histamine	LC/MS Pos Early	3035	112.0869	Amino Acid	Histidine Metabolism	774	51-45-6	C00388	HMDB00870
59	histidine	LC/MS Neg	755.9	154.0622	Amino Acid	Histidine Metabolism	6274	5934-29-2	C00135	HMDB00177
62278	histidine betaine (hercynine)*	LC/MS Pos Early	2094	198.1237	Xenobiotics	Food Component/Plant	3083620	534-30-5		
42027	histidylalanine	LC/MS Neg	970	225.0993	Peptide	Dipeptide	351667	16874-75-2		HMDB28878
22138	homocitrulline	LC/MS Pos Early	1908	190.1186	Amino Acid	Urea cycle; Arginine and Proline Metabolism	65072	1190-49-4	C02427	HMDB00679
18351	homoserine	LC/MS Polar	2875.8	118.051	Amino Acid	Glycine, Serine and Threonine Metabolism	12647	672-15-1	C00263	HMDB00719
